ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X6.VJ	1	754192	49574575	4200	-1.52959196866344	-1.63659196866344	0.884788010236153	1
X6.VJ	1	49591523	58767429	672	-0.256891968663441	-0.129891968663441	1.04933171382089	2
X6.VJ	1	58773286	73806578	1182	-1.59129196866344	-1.63659196866344	1.06038713119614	1
X6.VJ	1	73830471	81344203	524	-0.892591968663441	-0.830641968663441	1.03710856137319	1
X6.VJ	1	81344558	98724330	1345	-1.63529196866344	-1.63659196866344	0.974824898986771	1
X6.VJ	1	98734233	105288373	465	-0.768691968663441	-0.830641968663441	1.16906375402511	1
X6.VJ	1	105288434	249212878	9412	-0.0808919686634407	0.00210803133655929	0.910182017315664	2
X6.VJ	2	21494	243052331	18102	0.0179080313365593	0.00210803133655929	0.783533173099692	2
X6.VJ	3	63411	197852564	15037	-0.0444919686634407	0.00210803133655929	0.97643078114367	2
X6.VJ	4	69404	190915650	13387	0.0194080313365593	0.00210803133655929	0.821430008634064	2
X6.VJ	5	38139	18011605	1234	0.120008031336559	0.120008031336559	0.804299793815923	2
X6.VJ	5	18020347	180698312	11126	-0.0115919686634407	0.00210803133655929	0.751858343919595	2
X6.VJ	6	204909	170913051	12704	-0.00839196866344071	0.00210803133655929	0.836636338770837	2
X6.VJ	7	41421	159118443	11975	-0.0301919686634407	0.00210803133655929	0.790997892545288	2
X6.VJ	8	172417	128765361	10621	-0.0354919686634407	0.00210803133655929	0.811073622045753	2
X6.VJ	8	128766080	146292734	1328	-1.79009196866344	-1.63659196866344	0.888953186862336	1
X6.VJ	9	204738	141054761	8531	0.0237080313365593	0.00210803133655929	0.835231427516248	2
X6.VJ	10	126070	50189949	3275	-0.344191968663441	-0.346791968663441	0.811187577760102	2
X6.VJ	10	50217438	65374077	1077	-0.111491968663441	-0.129891968663441	0.800932861633402	2
X6.VJ	10	65393613	121139331	4318	0.0833080313365593	0.120008031336559	0.861270551270593	2
X6.VJ	10	121151332	135434303	1025	0.338808031336559	0.377232677277745	1.13072715125039	3
X6.VJ	11	192764	134938847	9947	-1.63659196866344	-1.63659196866344	0.894484414499489	1
X6.VJ	12	189400	118216575	9239	-0.0471919686634407	0.00210803133655929	0.790700851939331	2
X6.VJ	12	118229731	133818115	1106	0.135508031336559	0.120008031336559	0.777315765268873	2
X6.VJ	13	19084823	115103150	7934	-0.349391968663441	-0.346791968663441	0.757208841552796	2
X6.VJ	14	20219083	41604134	1653	-1.69729196866344	-1.63659196866344	0.842699568237235	1
X6.VJ	14	41626649	41657127	3	-6.25989196866344	-6.51519196866344	0.269356680261822	0
X6.VJ	14	41673714	66472776	1823	-1.75879196866344	-1.63659196866344	0.89444769759283	1
X6.VJ	14	66489457	67810033	181	-0.422891968663441	-0.346791968663441	1.17795621427216	2
X6.VJ	14	67830856	79060492	890	-1.80969196866344	-1.63659196866344	0.928202980964039	1
X6.VJ	14	79079036	89036519	688	-1.15929196866344	-1.63659196866344	1.13849751515391	1
X6.VJ	14	89053874	107282024	1518	-0.317991968663441	-0.346791968663441	1.01611298921432	2
X6.VJ	15	20161372	32444995	590	-1.68949196866344	-1.63659196866344	1.04184530226727	1
X6.VJ	15	32509892	102397317	5422	-1.76729196866344	-1.63659196866344	0.967598838893496	1
X6.VJ	16	83887	90158005	5834	0.0761080313365593	0.00210803133655929	0.840686952093132	2
X6.VJ	17	400959	80263427	6413	0.0340080313365593	0.00210803133655929	0.987047941824815	2
X6.VJ	18	12842	21743491	1286	-1.73589196866344	-1.63659196866344	0.895286524499216	1
X6.VJ	18	21759593	29059416	577	-1.15609196866344	-1.63659196866344	1.03903508319289	1
X6.VJ	18	29068068	78007784	3732	0.00210803133655929	0.00210803133655929	0.744568266910039	2
X6.VJ	19	247232	59093239	4835	-0.129891968663441	-0.129891968663441	1.07075595910627	2
X6.VJ	20	69094	62912463	5091	0.0320080313365593	0.00210803133655929	1.05037479871882	2
X6.VJ	21	9648315	48097610	2349	0.0326080313365593	0.00210803133655929	0.885612889800811	2
X6.VJ	22	16054713	24341388	700	-1.11459196866344	-1.63659196866344	0.877752606863261	1
X6.VJ	22	24346428	24370908	12	-6.77049196866344	-6.51519196866344	3.51037842577764	1
X6.VJ	22	24372758	51213826	2084	-1.16469196866344	-1.63659196866344	0.996821449835284	1
