ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X17.VV	1	754192	147210993	9899	-0.286166071672245	-0.295416071672245	1.00094094365305	2
X17.VV	1	147211422	197918487	3946	0.271333928327755	0.253683928327755	0.989592187966834	2
X17.VV	1	197929497	249212878	3955	0.0207339283277551	-0.0253660716722449	0.974533104450641	2
X17.VV	2	21494	162307227	12112	-0.108366071672245	-0.0253660716722449	0.985083367583917	2
X17.VV	2	162332972	243052331	5990	0.157633928327755	0.253683928327755	1.00943545973613	2
X17.VV	3	63411	197852564	15037	0.135133928327755	0.253683928327755	1.07504471684314	2
X17.VV	4	69404	190915650	13387	0.0838339283277551	-0.0253660716722449	0.982578710173844	2
X17.VV	5	38139	180698312	12360	-0.0404660716722449	-0.0253660716722449	0.979958872632379	2
X17.VV	6	204909	129807629	9497	0.0157339283277551	-0.0253660716722449	0.973111487333752	2
X17.VV	6	129836336	154243839	1839	-0.210466071672245	-0.0253660716722449	1.09914893767817	2
X17.VV	6	154260190	170913051	1368	0.0166339283277551	-0.0253660716722449	1.01594966777734	2
X17.VV	7	41421	159118443	11975	-0.0840660716722449	-0.0253660716722449	0.968537716657765	2
X17.VV	8	172417	102157384	7918	0.251233928327755	0.253683928327755	0.958486626638289	2
X17.VV	8	102170103	146292734	4031	-0.00626607167224491	-0.0253660716722449	0.969739202147927	2
X17.VV	9	204738	91772372	4785	0.0669339283277551	-0.0253660716722449	1.02430584890764	2
X17.VV	9	91783844	141054761	3746	0.256133928327755	0.253683928327755	0.972129139105383	2
X17.VV	10	126070	135434303	9695	0.0386339283277551	-0.0253660716722449	1.07413510972447	2
X17.VV	11	192764	134938847	9947	-0.193866071672245	-0.0253660716722449	1.00059034427484	2
X17.VV	12	189400	46526457	3444	0.182533928327755	0.253683928327755	0.948331104841438	2
X17.VV	12	46542954	58162739	1185	-0.304666071672245	-0.295416071672245	0.986521983784565	2
X17.VV	12	58163064	133818115	5716	0.304333928327755	0.253683928327755	0.921491404277498	2
X17.VV	13	19084823	115103150	7934	0.0431339283277551	-0.0253660716722449	0.956778431840988	2
X17.VV	14	20219083	107282024	6756	-0.153566071672245	-0.0253660716722449	1.07676097689392	2
X17.VV	15	20161372	33741322	669	0.282833928327755	0.253683928327755	0.970956217880449	2
X17.VV	15	33754911	102397317	5343	-0.0102660716722449	-0.0253660716722449	1.03253491971876	2
X17.VV	16	83887	90158005	5834	-0.0045660716722449	-0.0253660716722449	1.03119494599917	2
X17.VV	17	400959	80263427	6413	-0.0669660716722449	-0.0253660716722449	1.14025797461546	2
X17.VV	18	12842	78007784	5595	0.149033928327755	0.253683928327755	0.965503286225053	2
X17.VV	19	247232	59093239	4835	-0.0526660716722449	-0.0253660716722449	1.18300398877868	2
X17.VV	20	69094	62912463	5091	-0.127266071672245	-0.0253660716722449	1.16027674255999	2
X17.VV	21	9648315	48097610	2349	0.279733928327755	0.253683928327755	1.04532552923614	2
X17.VV	22	16054713	51213826	2796	-0.124066071672245	-0.0253660716722449	1.07839077528523	2
