ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X7.DG	1	754192	28027689	2372	0.146794809054521	0.153494809054521	0.824959917904076	2
X7.DG	1	28046034	249212878	15428	-0.0621051909454791	0.00189480905452089	0.829814149577277	2
X7.DG	2	21494	215595645	16138	-0.0447051909454791	0.00189480905452089	0.759171542416053	2
X7.DG	2	215604252	243052331	1964	0.0630948090545209	0.00189480905452089	0.877850614699333	2
X7.DG	3	63411	197852564	15037	-0.00310519094547911	0.00189480905452089	0.963230071418047	2
X7.DG	4	69404	190915650	13387	1.38809480905452	1.4101690611306	0.823471739415191	5
X7.DG	5	38139	180698312	12360	1.28169480905452	1.32029480905452	0.753601893621282	5
X7.DG	6	204909	170913051	12704	0.0323948090545209	0.00189480905452089	0.801119597606676	2
X7.DG	7	41421	159118443	11975	-0.0533051909454791	0.00189480905452089	0.791162328130879	2
X7.DG	8	172417	39313504	3507	0.0252948090545209	0.00189480905452089	0.924700713440295	2
X7.DG	8	39329000	39383000	4	-7.79370519094548	-7.49730519094548	3.12970276240455	1
X7.DG	8	39397015	146292734	8438	-0.0631051909454791	0.00189480905452089	0.793379992984263	2
X7.DG	9	204738	141054761	8531	0.0473948090545209	0.00189480905452089	0.856632009464613	2
X7.DG	10	126070	14038779	1025	0.194894809054521	0.153494809054521	0.753661764311976	2
X7.DG	10	14060805	121151332	7646	0.0523948090545209	0.00189480905452089	0.856531422481357	2
X7.DG	10	121165616	135434303	1024	0.293594809054521	0.341950949913555	1.31421785491772	3
X7.DG	11	192764	134938847	9947	-0.0355051909454791	0.00189480905452089	0.766152104236465	2
X7.DG	12	189400	118216575	9239	1.32029480905452	1.32029480905452	0.76255015963427	5
X7.DG	12	118229731	133818115	1106	1.48989480905452	1.46859480905452	0.790692138050636	6
X7.DG	13	19084823	40175388	1734	1.29369480905452	1.32029480905452	0.740729175685815	5
X7.DG	13	40179085	49051768	869	0.967794809054521	0.99125641250673	0.761903172759085	4
X7.DG	13	49053080	98172508	3612	0.773494809054521	0.798420974825923	0.726727233805879	4
X7.DG	13	98183886	115103150	1719	0.909894809054521	0.924203021498061	0.695089243938845	4
X7.DG	14	20219083	106653100	6639	-0.103405190945479	0.00189480905452089	0.838635954257018	2
X7.DG	14	106657439	106729508	15	1.53259480905452	1.32029480905452	1.51025837951358	5
X7.DG	14	106735842	107282024	102	-0.0352051909454791	0.00189480905452089	0.96918610470352	2
X7.DG	15	20161372	23223114	42	0.0068948090545209	0.00189480905452089	0.819541866369136	2
X7.DG	15	23619912	23681204	8	-7.20090519094548	-7.49730519094548	5.028000623759	1
X7.DG	15	23698008	102397317	5962	0.0659948090545209	0.00189480905452089	0.852663325122254	2
X7.DG	16	83887	90158005	5834	1.46859480905452	1.46859480905452	0.82098794951002	6
X7.DG	17	400959	80263427	6413	0.0724948090545209	0.00189480905452089	0.958547020543375	2
X7.DG	18	12842	78007784	5595	1.32719480905452	1.32029480905452	0.741414879910166	5
X7.DG	19	247232	59093239	4835	0.153494809054521	0.153494809054521	1.09563915163341	2
X7.DG	20	69094	62912463	5091	1.43099480905452	1.46859480905452	1.09772690018934	6
X7.DG	21	9648315	48097610	2349	0.0455948090545209	0.00189480905452089	0.955342125192903	2
X7.DG	22	16054713	23253494	596	-0.0134051909454791	0.00189480905452089	0.854686840082088	2
X7.DG	22	23255556	51213826	2200	-0.545005190945479	-0.506670685233185	0.976281378569128	1
