ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X2.AD	1	754192	37567439	3129	-1.78876477354476	-1.86776477354476	0.841029319760546	1
X2.AD	1	37577531	147099315	6760	-1.94976477354476	-1.86776477354476	0.836500749564778	1
X2.AD	1	147102157	249212878	7911	-0.0442647735447576	0.0253352264552424	0.78853643785479	2
X2.AD	2	21494	243052331	18102	-0.0448647735447576	0.0253352264552424	0.727749048995093	2
X2.AD	3	63411	414050	52	-0.350764773544758	-0.329864773544758	0.927977516982403	2
X2.AD	3	419574	80772992	6628	0.0316352264552424	0.0253352264552424	0.746955175241692	2
X2.AD	3	80779795	90473621	639	-0.329864773544758	-0.329864773544758	1.10307827509829	2
X2.AD	3	93517443	197852564	7718	-2.02426477354476	-1.86776477354476	1.00222285152234	1
X2.AD	4	69404	190915650	13387	0.0363352264552424	0.0253352264552424	0.771177739349607	2
X2.AD	5	38139	160234900	10863	1.07313522645524	1.0859784434958	0.762836281128393	4
X2.AD	5	160276677	180698312	1497	1.23683522645524	1.2480691561064	0.816000368516352	5
X2.AD	6	204909	170913051	12704	0.0305352264552424	0.0253352264552424	0.758467481296008	2
X2.AD	7	41421	159118443	11975	-0.0612647735447576	0.0253352264552424	0.72991493244316	2
X2.AD	8	172417	146292734	11949	-0.0141647735447576	0.0253352264552424	0.74274206251396	2
X2.AD	9	204738	141054761	8531	0.0268352264552424	0.0253352264552424	0.775825053840108	2
X2.AD	10	126070	135434303	9695	0.0910352264552424	0.0253352264552424	0.820689556771363	2
X2.AD	11	192764	134938847	9947	-0.0951647735447576	0.0253352264552424	0.732030494504129	2
X2.AD	12	189400	118509191	9262	0.00853522645524242	0.0253352264552424	0.726266323627464	2
X2.AD	12	118527534	133818115	1083	0.191735226455242	0.162085226455242	0.709669429373189	2
X2.AD	13	19084823	30014373	873	0.0733352264552424	0.0253352264552424	0.67616765322418	2
X2.AD	13	30036352	107005567	6222	-0.104764773544758	-0.329864773544758	0.684987634818505	2
X2.AD	13	107014305	115103150	839	0.0238352264552424	0.0253352264552424	0.752429376596478	2
X2.AD	14	20219083	41601018	1652	-0.985364773544758	-1.03236477354476	0.691529033011829	1
X2.AD	14	41604134	41635368	3	-6.50866477354476	-7.08840739902025	1.00675036417226	0
X2.AD	14	41657127	107282024	5101	-1.07936477354476	-1.03236477354476	0.795313459745923	1
X2.AD	15	20161372	69858562	3393	-1.99046477354476	-1.86776477354476	0.850931129446446	1
X2.AD	15	69863680	102397317	2619	-1.85706477354476	-1.86776477354476	0.773836687220327	1
X2.AD	16	83887	90158005	5834	0.120935226455242	0.0253352264552424	0.802414966452031	2
X2.AD	17	400959	22217883	1741	-1.86776477354476	-1.86776477354476	0.917328208201431	1
X2.AD	17	25326941	80263427	4672	0.0363352264552424	0.0253352264552424	0.97274830462833	2
X2.AD	18	12842	78007784	5595	-0.101364773544758	0.0253352264552424	0.726002325325621	2
X2.AD	19	247232	59093239	4835	0.132435226455242	0.162085226455242	1.0488709246929	2
X2.AD	20	69094	62912463	5091	0.104835226455242	0.0253352264552424	0.971454040139413	2
X2.AD	21	9648315	48097610	2349	-0.0989647735447576	0.0253352264552424	0.905095378327696	2
X2.AD	22	16054713	51213826	2796	-1.76306477354476	-1.86776477354476	0.914542053876668	1
