ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X10.CB	1	754192	37636117	3134	-1.92363733570529	-1.98173733570529	0.96650981161544	1
X10.CB	1	37637422	99230719	4827	-2.23023733570529	-1.98173733570529	0.987207830440381	1
X10.CB	1	99268558	113448466	1101	-1.91183733570529	-1.98173733570529	1.2667347904265	1
X10.CB	1	113454571	145428332	713	-0.209337335705287	-0.212937335705287	1.06693483413479	2
X10.CB	1	145440096	146501028	20	-1.38613733570529	-0.841019893193523	1.7404985681783	1
X10.CB	1	146502533	249212878	8005	-0.0538373357052866	0.0066626642947134	0.877004242748205	2
X10.CB	2	21494	243052331	18102	0.0066626642947134	0.0066626642947134	0.848884013704872	2
X10.CB	3	63411	197852564	15037	-0.0190373357052866	0.0066626642947134	0.974774387117487	2
X10.CB	4	69404	190915650	13387	0.0443626642947134	0.0066626642947134	0.848425703217922	2
X10.CB	5	38139	180698312	12360	-0.0512373357052866	0.0066626642947134	0.816301078106593	2
X10.CB	6	204909	170913051	12704	-0.0064373357052866	0.0066626642947134	0.830316854005996	2
X10.CB	7	41421	159118443	11975	-0.0324373357052866	0.0066626642947134	0.800535142124651	2
X10.CB	8	172417	28226017	2699	-0.216537335705287	-0.212937335705287	0.906238310555192	2
X10.CB	8	28236760	146292734	9250	-0.0180373357052866	0.0066626642947134	0.825847720556244	2
X10.CB	9	204738	141054761	8531	0.0463626642947134	0.0066626642947134	0.869762947677463	2
X10.CB	10	126070	135434303	9695	0.0427626642947134	0.0066626642947134	0.884257515540508	2
X10.CB	11	192764	134938847	9947	-0.0323373357052866	0.0066626642947134	0.809211084106113	2
X10.CB	12	189400	118216575	9239	-0.0063373357052866	0.0066626642947134	0.805362218227807	2
X10.CB	12	118229731	133818115	1106	0.185662664294713	0.124962664294713	0.798583281300964	2
X10.CB	13	19084823	115103150	7934	-0.0099373357052866	0.0066626642947134	0.783481067911135	2
X10.CB	14	20219083	107282024	6756	0.0639626642947134	0.0066626642947134	0.848104869273725	2
X10.CB	15	20161372	30967896	485	0.0642626642947134	0.124962664294713	1.10580204567997	2
X10.CB	15	31012794	33653105	178	-1.19753733570529	-1.12949606799602	1.35323054920681	1
X10.CB	15	33670632	102397317	5349	-2.21403733570529	-1.98173733570529	0.957649574782013	1
X10.CB	16	83887	90158005	5834	0.0714626642947134	0.0066626642947134	0.881278851605502	2
X10.CB	17	400959	80263427	6413	0.0617626642947134	0.0066626642947134	0.936811236288157	2
X10.CB	18	12842	78007784	5595	0.0155626642947134	0.0066626642947134	0.784731446899145	2
X10.CB	19	247232	41353204	3266	-0.0413373357052866	0.0066626642947134	1.02511062608111	2
X10.CB	19	41356310	41381214	10	-2.68333733570529	-3.36268733570529	1.0949182875906	1
X10.CB	19	41382714	59093239	1559	0.0206626642947134	0.0066626642947134	1.06342144713425	2
X10.CB	20	69094	62912463	5091	0.0425626642947134	0.0066626642947134	1.02687034909761	2
X10.CB	21	9648315	48097610	2349	0.0754626642947134	0.0066626642947134	0.919310248018891	2
X10.CB	22	16054713	23356738	605	-1.77273733570529	-1.98173733570529	1.05706098808541	1
X10.CB	22	23399743	24341388	95	-2.08523733570529	-1.98173733570529	0.947600938681247	1
X10.CB	22	24346428	24372758	13	-4.04203733570529	-3.36268733570529	2.28078673536974	1
X10.CB	22	24376218	43216299	1506	-2.03983733570529	-1.98173733570529	1.03329987887427	1
X10.CB	22	43245345	51213826	577	-1.67073733570529	-1.98173733570529	1.00249648092656	1
