ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X19.BF	1	754192	14408015	1144	-0.858650326640246	-0.918000326640246	0.997571225165651	1
X19.BF	1	14439042	99527919	6834	-0.996450326640246	-0.918000326640246	0.910304221814536	1
X19.BF	1	99532541	147234095	1924	-0.829050326640246	-0.918000326640246	1.04333042629816	1
X19.BF	1	147238599	249212878	7898	-0.116250326640246	0.00969967335975356	0.943293734998023	2
X19.BF	2	21494	78737122	6077	-0.910150326640246	-0.918000326640246	0.879423130919959	1
X19.BF	2	78740761	112822304	2020	-0.338150326640246	-0.319205812200394	0.956885158675012	2
X19.BF	2	112844091	243052331	10005	-0.0116503266402464	0.00969967335975356	0.966981977443497	2
X19.BF	3	63411	197852564	15037	0.0108496733597536	0.00969967335975356	1.08444717722477	2
X19.BF	4	69404	190915650	13387	0.0461496733597536	0.00969967335975356	0.913378054668338	2
X19.BF	5	38139	180698312	12360	-0.0214503266402464	0.00969967335975356	0.869815550787012	2
X19.BF	6	204909	170913051	12704	0.0106496733597536	0.00969967335975356	0.904175897251558	2
X19.BF	7	41421	50661460	3804	0.0294496733597536	0.00969967335975356	0.913604307208255	2
X19.BF	7	50664922	159118443	8171	-0.0794503266402465	0.00969967335975356	0.903987561003778	2
X19.BF	8	172417	146292734	11949	0.00874967335975356	0.00969967335975356	0.916475965773262	2
X19.BF	9	204738	141054761	8531	0.0638496733597536	0.00969967335975356	0.926168144139628	2
X19.BF	10	126070	135434303	9695	0.0591496733597536	0.00969967335975356	1.00158212496674	2
X19.BF	11	192764	108494855	7784	-1.00155032664025	-0.918000326640246	0.929206138134288	1
X19.BF	11	108507921	134938847	2163	-0.802450326640246	-0.918000326640246	0.890474921635599	1
X19.BF	12	189400	133818115	10345	-0.00795032664024644	0.00969967335975356	0.88999695995074	2
X19.BF	13	19084823	115103150	7934	-0.938550326640246	-0.918000326640246	0.888417160095424	1
X19.BF	14	20219083	107282024	6756	-0.925850326640246	-0.918000326640246	0.956998212301624	1
X19.BF	15	20161372	102397317	6012	-0.943850326640246	-0.918000326640246	0.999085170487269	1
X19.BF	16	83887	90158005	5834	-0.0309503266402464	0.00969967335975356	0.981733205359262	2
X19.BF	17	400959	80263427	6413	-0.0616503266402464	0.00969967335975356	1.09201810942824	2
X19.BF	18	12842	78007784	5595	0.0327496733597536	0.00969967335975356	0.852954604671368	2
X19.BF	19	247232	59093239	4835	-0.0737503266402464	0.00969967335975356	1.16615489686237	2
X19.BF	20	69094	62912463	5091	0.0193496733597536	0.00969967335975356	1.19191096621328	2
X19.BF	21	9648315	48097610	2349	0.109649673359754	0.00969967335975356	0.989492716459849	2
X19.BF	22	16054713	51213826	2796	-0.892350326640246	-0.918000326640246	1.05633966373427	1
