ID	chrom	loc.start	loc.end	num.mark	seg.mean	seg.med	probes.Sd	estimCopy
X8.MM	1	754192	249212878	17800	-0.0295591782212045	0.00564082177879546	0.961805716260497	2
X8.MM	2	21494	243052331	18102	-0.000459178221204545	0.00564082177879546	0.966687812382483	2
X8.MM	3	63411	197852564	15037	0.0295408217787955	0.00564082177879546	1.07876259907543	2
X8.MM	4	69404	190915650	13387	0.0807408217787955	0.00564082177879546	0.962516180231292	2
X8.MM	5	38139	180698312	12360	-0.0619591782212045	0.00564082177879546	0.926788495681513	2
X8.MM	6	204909	170913051	12704	0.00564082177879546	0.00564082177879546	0.951898529366319	2
X8.MM	7	41421	159118443	11975	-0.0536591782212045	0.00564082177879546	0.931524682924165	2
X8.MM	8	172417	146292734	11949	-0.0121591782212045	0.00564082177879546	0.949675973093976	2
X8.MM	9	204738	141054761	8531	0.0370408217787955	0.00564082177879546	0.964590019128066	2
X8.MM	10	126070	135434303	9695	0.0472408217787955	0.00564082177879546	1.03488542120863	2
X8.MM	11	192764	134938847	9947	-0.0915591782212045	0.00564082177879546	0.938539956932481	2
X8.MM	12	189400	133818115	10345	-0.0121591782212045	0.00564082177879546	0.917107266797381	2
X8.MM	13	19084823	115103150	7934	0.0157408217787955	0.00564082177879546	0.914743280572655	2
X8.MM	14	20219083	107282024	6756	-1.6408591782212	-1.60581098545275	1.02673678796651	1
X8.MM	15	20161372	102397317	6012	0.0752408217787955	0.00564082177879546	0.950908911952521	2
X8.MM	16	83887	90158005	5834	0.0150408217787955	0.00564082177879546	0.991800014510657	2
X8.MM	17	400959	80263427	6413	0.0260408217787955	0.00564082177879546	1.0807994733324	2
X8.MM	18	12842	78007784	5595	-0.00505917822120455	0.00564082177879546	0.884914867925997	2
X8.MM	19	247232	59093239	4835	-0.0154591782212045	0.00564082177879546	1.20355202301274	2
X8.MM	20	69094	62912463	5091	-0.0289591782212045	0.00564082177879546	1.16000336724876	2
X8.MM	21	9648315	48097610	2349	0.0275408217787955	0.00564082177879546	1.06687232071334	2
X8.MM	22	16054713	51213826	2796	0.0191408217787955	0.00564082177879546	1.00269864428616	2
