Chromosome	Start	End	Value	nbProbes
1	754192	147099335	-1.5642	9889
1	147102157	249212898	-0.01515	7911
2	21494	243052351	-0.01515	18102
3	63411	197852584	-0.01515	15037
4	69404	44372065	-0.01515	2974
4	44376284	52715960	-0.457940613000713	350
4	52728053	190915670	-1.5642	10063
5	38139	180698332	-0.01515	12360
6	204909	170913071	-0.01515	12704
7	41421	159118463	-0.01515	11975
8	172417	146292754	-0.01515	11949
9	204738	141054781	-0.01515	8531
10	126070	135434323	-0.01515	9695
11	192764	15578477	-0.18845	1167
11	15589019	134938867	-0.01515	8780
12	189400	133818135	-0.01515	10345
13	19084823	115103170	-1.5642	7934
14	20219083	107282044	-0.01515	6756
15	20161372	102397337	-1.5642	6012
16	83887	90158025	-0.01515	5834
17	400959	80263447	-0.01515	6413
18	12842	78007804	-1.5642	5595
19	247232	59093259	-0.18845	4835
20	69094	62912483	-0.01515	5091
21	9648315	48097630	-1.5642	2349
22	16054713	51213846	-1.5642	2796
