Chromosome	Start	End	Value	nbProbes
1	754192	145095497	-0.711	9750
1	145115883	249212898	-0.022	8050
2	21494	243052351	0.001	18102
3	63411	197852584	-0.001	15037
4	69404	52684911	0.038	3321
4	52690346	190915670	-0.667	10066
5	38139	180698332	0	12360
6	204909	170913071	0.002	12704
7	41421	159118463	-0.01	11975
8	172417	90922124	0.014	7096
8	90930168	90931354	-3.655	2
8	90939625	146292754	-0.01	4851
9	204738	141054781	-0.002	8531
10	126070	135434323	0.004	9695
11	192764	134938867	-0.019	9947
12	189400	133818135	-0.01	10345
13	19084823	115103170	-0.697	7934
14	20219083	107282044	0.012	6756
15	20161372	102397337	-0.737	6012
16	83887	90158025	0.002	5834
17	400959	80263447	-0.025	6413
18	12842	78007804	-0.671	5595
19	247232	59093259	-0.066	4835
20	69094	62912483	-0.009	5091
21	9648315	48097630	-0.697	2349
22	16054713	51213846	-0.713	2796
